id,buy
39162,0.09552343
39163,0.09552343
39164,0.09552343
39165,0.09552343
39166,0.09552343
39167,0.09552343
39168,0.09552343
39169,0.09552343
39170,0.09552343
39171,0.09552343
39172,0.09552343
39173,0.09552343
39174,0.09552343
39175,0.09552343
39176,0.09552343
39177,0.09552343
39178,0.09552343
39179,0.09552343
39180,0.09552343
39181,0.09552343
39182,0.09552343
39183,0.09552343
39184,0.09552343
39185,0.09552343
39186,0.09552343
39187,0.09552343
39188,0.09552343
39189,0.09552343
39190,0.09552343
39191,0.09552343
39192,0.09552343
39193,0.09552343
39194,0.09552343
39195,0.09552343
39196,0.09552343
39197,0.09552343
39198,0.09552343
39199,0.09552343
39200,0.09552343
39201,0.09552343
39202,0.09552343
39203,0.09552343
39204,0.09552343
39205,0.09552343
39206,0.09552343
39207,0.09552343
39208,0.09552343
39209,0.09552343
39210,0.09552343
39211,0.09552343
39212,0.09552343
39213,0.09552343
39214,0.09552343
39215,0.09552343
39216,0.09552343
39217,0.09552343
39218,0.09552343
39219,0.09552343
39220,0.09552343
39221,0.09552343
39222,0.09552343
39223,0.09552343
39224,0.09552343
39225,0.09552343
39226,0.09552343
39227,0.09552343
39228,0.09552343
39229,0.09552343
39230,0.09552343
39231,0.09552343
39232,0.09552343
39233,0.09552343
39234,0.09552343
39235,0.09552343
39236,0.09552343
39237,0.09552343
39238,0.09552343
39239,0.09552343
39240,0.09552343
39241,0.09552343
39242,0.09552343
39243,0.09552343
39244,0.09552343
39245,0.09552343
39246,0.09552343
39247,0.09552343
39248,0.09552343
39249,0.09552343
39250,0.09552343
39251,0.09552343
39252,0.09552343
39253,0.09552343
39254,0.09552343
39255,0.09552343
39256,0.09552343
39257,0.09552343
39258,0.09552343
39259,0.09552343
39260,0.09552343
39261,0.09552343
39262,0.09552343
39263,0.09552343
39264,0.09552343
39265,0.09552343
39266,0.09552343
39267,0.09552343
39268,0.09552343
39269,0.09552343
39270,0.09552343
39271,0.09552343
39272,0.09552343
39273,0.09552343
39274,0.09552343
39275,0.09552343
39276,0.09552343
39277,0.09552343
39278,0.09552343
39279,0.09552343
39280,0.09552343
39281,0.09552343
39282,0.09552343
39283,0.09552343
39284,0.09552343
39285,0.09552343
39286,0.09552343
39287,0.09552343
39288,0.09552343
39289,0.09552343
39290,0.09552343
39291,0.09552343
39292,0.09552343
39293,0.09552343
39294,0.09552343
39295,0.09552343
39296,0.09552343
39297,0.09552343
39298,0.09552343
39299,0.09552343
39300,0.09552343
39301,0.09552343
39302,0.09552343
39303,0.09552343
39304,0.09552343
39305,0.09552343
39306,0.09552343
39307,0.09552343
39308,0.09552343
39309,0.09552343
39310,0.09552343
39311,0.09552343
39312,0.09552343
39313,0.09552343
39314,0.09552343
39315,0.09552343
39316,0.09552343
39317,0.09552343
39318,0.09552343
39319,0.09552343
39320,0.09552343
39321,0.09552343
39322,0.09552343
39323,0.09552343
39324,0.09552343
39325,0.09552343
39326,0.09552343
39327,0.09552343
39328,0.09552343
39329,0.09552343
39330,0.09552343
39331,0.09552343
39332,0.09552343
39333,0.09552343
39334,0.09552343
39335,0.09552343
39336,0.09552343
39337,0.09552343
39338,0.09552343
39339,0.09552343
39340,0.09552343
39341,0.09552343
39342,0.09552343
39343,0.09552343
39344,0.09552343
39345,0.09552343
39346,0.09552343
39347,0.09552343
39348,0.09552343
39349,0.09552343
39350,0.09552343
39351,0.09552343
39352,0.09552343
39353,0.09552343
39354,0.09552343
39355,0.09552343
39356,0.09552343
39357,0.09552343
39358,0.09552343
39359,0.09552343
39360,0.09552343
39361,0.09552343
39362,0.09552343
39363,0.09552343
39364,0.09552343
39365,0.09552343
39366,0.09552343
39367,0.09552343
39368,0.09552343
39369,0.09552343
39370,0.09552343
39371,0.09552343
39372,0.09552343
39373,0.09552343
39374,0.09552343
39375,0.09552343
39376,0.09552343
39377,0.09552343
39378,0.09552343
39379,0.09552343
39380,0.09552343
39381,0.09552343
39382,0.09552343
39383,0.09552343
39384,0.09552343
39385,0.09552343
39386,0.09552343
39387,0.09552343
39388,0.09552343
39389,0.09552343
39390,0.09552343
39391,0.09552343
39392,0.09552343
39393,0.09552343
39394,0.09552343
39395,0.09552343
39396,0.09552343
39397,0.09552343
39398,0.09552343
39399,0.09552343
39400,0.09552343
39401,0.09552343
39402,0.09552343
39403,0.09552343
39404,0.09552343
39405,0.09552343
39406,0.09552343
39407,0.09552343
39408,0.09552343
39409,0.09552343
39410,0.09552343
39411,0.09552343
39412,0.09552343
39413,0.09552343
39414,0.09552343
39415,0.09552343
39416,0.09552343
39417,0.09552343
39418,0.09552343
39419,0.09552343
39420,0.09552343
39421,0.09552343
39422,0.09552343
39423,0.09552343
39424,0.09552343
39425,0.09552343
39426,0.09552343
39427,0.09552343
39428,0.09552343
39429,0.09552343
39430,0.09552343
39431,0.09552343
39432,0.09552343
39433,0.09552343
39434,0.09552343
39435,0.09552343
39436,0.09552343
39437,0.09552343
39438,0.09552343
39439,0.09552343
39440,0.09552343
39441,0.09552343
39442,0.09552343
39443,0.09552343
39444,0.09552343
39445,0.09552343
39446,0.09552343
39447,0.09552343
39448,0.09552343
39449,0.09552343
39450,0.09552343
39451,0.09552343
39452,0.09552343
39453,0.09552343
39454,0.09552343
39455,0.09552343
39456,0.09552343
39457,0.09552343
39458,0.09552343
39459,0.09552343
39460,0.09552343
39461,0.09552343
39462,0.09552343
39463,0.09552343
39464,0.09552343
39465,0.09552343
39466,0.09552343
39467,0.09552343
39468,0.09552343
39469,0.09552343
39470,0.09552343
39471,0.09552343
39472,0.09552343
39473,0.09552343
39474,0.09552343
39475,0.09552343
39476,0.09552343
39477,0.09552343
39478,0.09552343
39479,0.09552343
39480,0.09552343
39481,0.09552343
39482,0.09552343
39483,0.09552343
39484,0.09552343
39485,0.09552343
39486,0.09552343
39487,0.09552343
39488,0.09552343
39489,0.09552343
39490,0.09552343
39491,0.09552343
39492,0.09552343
39493,0.09552343
39494,0.09552343
39495,0.09552343
39496,0.09552343
39497,0.09552343
39498,0.09552343
39499,0.09552343
39500,0.09552343
39501,0.09552343
39502,0.09552343
39503,0.09552343
39504,0.09552343
39505,0.09552343
39506,0.09552343
39507,0.09552343
39508,0.09552343
39509,0.09552343
39510,0.09552343
39511,0.09552343
39512,0.09552343
39513,0.09552343
39514,0.09552343
39515,0.09552343
39516,0.09552343
39517,0.09552343
39518,0.09552343
39519,0.09552343
39520,0.09552343
39521,0.09552343
39522,0.09552343
39523,0.09552343
39524,0.09552343
39525,0.09552343
39526,0.09552343
39527,0.09552343
39528,0.09552343
39529,0.09552343
39530,0.09552343
39531,0.09552343
39532,0.09552343
39533,0.09552343
39534,0.09552343
39535,0.09552343
39536,0.09552343
39537,0.09552343
39538,0.09552343
39539,0.09552343
39540,0.09552343
39541,0.09552343
39542,0.09552343
39543,0.09552343
39544,0.09552343
39545,0.09552343
39546,0.09552343
39547,0.09552343
39548,0.09552343
39549,0.09552343
39550,0.09552343
39551,0.09552343
39552,0.09552343
39553,0.09552343
39554,0.09552343
39555,0.09552343
39556,0.09552343
39557,0.09552343
39558,0.09552343
39559,0.09552343
39560,0.09552343
39561,0.09552343
39562,0.09552343
39563,0.09552343
39564,0.09552343
39565,0.09552343
39566,0.09552343
39567,0.09552343
39568,0.09552343
39569,0.09552343
39570,0.09552343
39571,0.09552343
39572,0.09552343
39573,0.09552343
39574,0.09552343
39575,0.09552343
39576,0.09552343
39577,0.09552343
39578,0.09552343
39579,0.09552343
39580,0.09552343
39581,0.09552343
39582,0.09552343
39583,0.09552343
39584,0.09552343
39585,0.09552343
39586,0.09552343
39587,0.09552343
39588,0.09552343
39589,0.09552343
39590,0.09552343
39591,0.09552343
39592,0.09552343
39593,0.09552343
39594,0.09552343
39595,0.09552343
39596,0.09552343
39597,0.09552343
39598,0.09552343
39599,0.09552343
39600,0.09552343
39601,0.09552343
39602,0.09552343
39603,0.09552343
39604,0.09552343
39605,0.09552343
39606,0.09552343
39607,0.09552343
39608,0.09552343
39609,0.09552343
39610,0.09552343
39611,0.09552343
39612,0.09552343
39613,0.09552343
39614,0.09552343
39615,0.09552343
39616,0.09552343
39617,0.09552343
39618,0.09552343
39619,0.09552343
39620,0.09552343
39621,0.09552343
39622,0.09552343
39623,0.09552343
39624,0.09552343
39625,0.09552343
39626,0.09552343
39627,0.09552343
39628,0.09552343
39629,0.09552343
39630,0.09552343
39631,0.09552343
39632,0.09552343
39633,0.09552343
39634,0.09552343
39635,0.09552343
39636,0.09552343
39637,0.09552343
39638,0.09552343
39639,0.09552343
39640,0.09552343
39641,0.09552343
39642,0.09552343
39643,0.09552343
39644,0.09552343
39645,0.09552343
39646,0.09552343
39647,0.09552343
39648,0.09552343
39649,0.09552343
39650,0.09552343
39651,0.09552343
39652,0.09552343
39653,0.09552343
